2019,8,14,89.998840,-106.441704,477.991150,-459.499329,1028.354858,46370.156250,-509,-1044,46623,13.197342,310.387756,316.513403
2019,5,11,89.603806,-160.539276,474.107971,-952.081909,192.768829,46469.765625,-990,-160,46725,89.998840,477.991150,463.840291
2019,11,21,-89.250908,152.304871,418.778442,-12482.511719,-1313.159546,-43237.984375,-12581,1274,-43562,89.603806,474.107971,459.958087
2023,1,15,-60.636330,-38.991516,482.605347,13708.201172,567.517761,-22604.351562,13803,-584,-22558,-89.250908,418.778442,404.630424
2021,3,25,-25.362839,18.894608,415.885986,10738.521484,2851.333008,-20595.382812,10825,-2831,-20545,-60.636330,482.605347,473.627478
2022,9,25,33.729729,-144.129578,406.161591,20113.068359,-4316.628418,28225.480469,20224,4313,28048,-25.362839,415.885986,419.221008
2023,4,29,-35.226875,177.202240,415.394226,19565.025391,-6809.543457,-37581.289062,19752,6800,-37403,33.729729,406.161591,406.837468
2022,9,8,44.605667,46.407578,307.084167,19519.562500,-2497.698975,39651.218750,19766,2495,39548,-35.226875,415.394226,415.550228
2023,2,4,59.982941,153.135559,474.654266,13660.523438,2037.471313,42817.871094,13909,-2062,42878,44.605667,307.084167,303.813799
2023,11,6,86.298141,87.772034,480.673279,733.863098,-1116.499878,46631.613281,749,1133,46904,59.982941,474.654266,465.887022
2023,2,3,30.038452,-0.986938,332.793610,26176.873047,4.632177,22444.419922,26271,-10,22188,86.298141,480.673279,466.612310
2020,3,22,70.010773,-152.281921,429.941406,7670.377441,-2041.568237,46357.742188,7857,2067,46554,30.038452,332.793610,334.699344
2020,7,24,23.306343,-97.510689,440.123993,21203.218750,-1206.550781,27263.552734,21256,1207,27064,70.010773,429.941406,418.306504
2022,2,13,-30.820133,-96.685936,314.832184,19949.722656,-5172.998047,-15394.177734,20011,5147,-15233,23.306343,440.123993,444.032512
2023,10,15,-49.741848,54.407547,402.137207,9014.711914,11259.591797,-32169.761719,9156,-11273,-32171,-30.820133,314.832184,316.483919
2019,7,24,-39.592438,16.598465,443.853699,8969.343750,4478.281738,-19855.234375,9024,-4445,-19872,-49.741848,402.137207,396.957640
2021,3,22,-5.132980,33.314362,488.863647,22082.912109,541.593689,-13076.557617,22040,-542,-12986,-39.592438,443.853699,442.442245
2019,1,6,-29.456799,125.166382,386.902649,21580.148438,-793.634705,-41998.609375,21743,806,-41780,-5.132980,488.863647,495.928152
2020,2,26,-27.910271,35.453262,466.648682,11976.461914,4852.147949,-21835.591797,12068,-4817,-21768,-29.456799,386.902649,388.995231
2020,7,3,31.585670,-6.137909,396.387177,24678.710938,744.603455,22937.957031,24783,-749,22698,-27.910271,466.648682,469.226077
2019,3,15,38.175705,-114.279915,424.364563,17718.718750,-3372.997314,36401.136719,17913,3411,36329,31.585670,396.387177,397.787475
2022,2,21,-15.482933,70.554153,434.787292,23598.771484,4625.116211,-25625.351562,23633,-4594,-25435,38.175705,424.364563,423.468768
2022,2,3,-27.519146,-113.535912,421.821167,20772.003906,-5551.804199,-16334.428711,20821,5528,-16161,-15.482933,434.787292,440.508136
